,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME_TEAM,VISITOR_TEAM
192,2008,102.0,0.5,0.7859999999999999,0.41700000000000004,21.0,32.0,96.0,0.48700000000000004,0.727,0.16699999999999998,22.0,35.0,1,Hawks,Bucks
193,2007,115.0,0.573,0.733,0.368,25.0,27.0,96.0,0.48100000000000004,0.696,0.4,23.0,41.0,1,Hawks,Bucks
194,2007,96.0,0.473,0.833,0.545,18.0,38.0,80.0,0.44299999999999995,0.789,0.17600000000000002,16.0,34.0,1,Hawks,Bucks
195,2006,115.0,0.466,0.706,0.45,29.0,52.0,102.0,0.44,0.6920000000000001,0.45,20.0,36.0,1,Hawks,Bucks
196,2006,101.0,0.475,0.773,0.348,15.0,45.0,103.0,0.507,0.6759999999999999,0.364,10.0,33.0,0,Hawks,Bucks
197,2005,89.0,0.44299999999999995,0.7190000000000001,0.235,19.0,36.0,99.0,0.4320000000000001,0.7879999999999999,0.188,19.0,46.0,0,Hawks,Bucks
198,2005,102.0,0.41600000000000004,0.6970000000000001,0.263,23.0,36.0,118.0,0.513,0.8370000000000001,0.308,15.0,46.0,0,Hawks,Bucks
199,2004,103.0,0.551,0.737,0.375,24.0,47.0,80.0,0.414,0.625,0.3,22.0,28.0,1,Hawks,Bucks
200,2003,93.0,0.455,0.741,0.33299999999999996,19.0,47.0,83.0,0.368,0.862,0.16699999999999998,15.0,39.0,1,Hawks,Bucks
201,2003,94.0,0.39799999999999996,0.7140000000000001,0.28600000000000003,18.0,56.0,106.0,0.506,0.7140000000000001,0.636,30.0,31.0,0,Hawks,Bucks
202,2019,127.0,0.45799999999999996,0.8059999999999999,0.452,27.0,43.0,135.0,0.529,0.765,0.395,25.0,46.0,0,Hawks,Bucks
203,2018,136.0,0.441,0.588,0.361,36.0,58.0,135.0,0.414,0.9570000000000001,0.309,30.0,71.0,1,Hawks,Bucks
204,2018,114.0,0.406,0.8,0.316,19.0,54.0,133.0,0.5329999999999999,0.727,0.3670000000000001,28.0,39.0,0,Hawks,Bucks
205,2017,106.0,0.46799999999999997,0.8079999999999999,0.44799999999999995,27.0,31.0,117.0,0.5429999999999999,0.762,0.5,30.0,43.0,0,Hawks,Bucks
206,2016,111.0,0.525,0.778,0.5,29.0,37.0,98.0,0.494,0.778,0.316,25.0,36.0,1,Hawks,Bucks
207,2016,107.0,0.486,0.871,0.313,29.0,39.0,100.0,0.39799999999999996,0.778,0.25,25.0,47.0,1,Hawks,Bucks
208,2015,101.0,0.423,0.8240000000000001,0.156,26.0,45.0,90.0,0.41700000000000004,0.654,0.231,16.0,49.0,1,Hawks,Bucks
209,2015,109.0,0.415,0.667,0.22,31.0,49.0,117.0,0.442,0.688,0.17600000000000002,23.0,65.0,0,Hawks,Bucks
210,2014,101.0,0.456,0.833,0.31,29.0,42.0,88.0,0.45299999999999996,0.696,0.235,26.0,39.0,1,Hawks,Bucks
211,2014,77.0,0.408,0.7859999999999999,0.174,20.0,38.0,107.0,0.506,0.826,0.42100000000000004,28.0,40.0,0,Hawks,Bucks
212,2013,96.0,0.506,0.643,0.34600000000000003,22.0,35.0,77.0,0.43799999999999994,1.0,0.222,18.0,42.0,1,Heat,Bucks
213,2013,118.0,0.5820000000000001,0.583,0.522,29.0,40.0,95.0,0.418,0.857,0.3670000000000001,19.0,34.0,1,Heat,Bucks
214,2012,98.0,0.449,0.846,0.316,17.0,43.0,86.0,0.5,0.588,0.222,23.0,33.0,1,Heat,Bucks
215,2012,110.0,0.5589999999999999,0.818,0.304,22.0,46.0,87.0,0.415,0.6,0.26899999999999996,14.0,31.0,1,Heat,Bucks
216,2012,94.0,0.4320000000000001,1.0,0.22899999999999998,22.0,49.0,83.0,0.44,0.5710000000000001,0.36,19.0,37.0,1,Heat,Bucks
217,2012,113.0,0.47700000000000004,0.6970000000000001,0.444,25.0,54.0,106.0,0.42200000000000004,0.75,0.172,18.0,47.0,1,Heat,Bucks
218,2011,82.0,0.373,0.8290000000000001,0.25,9.0,42.0,91.0,0.35,0.882,0.16699999999999998,18.0,42.0,0,Heat,Bucks
219,2010,85.0,0.405,0.81,0.348,14.0,43.0,90.0,0.447,1.0,0.35,16.0,38.0,0,Heat,Bucks
220,2010,101.0,0.446,0.838,0.33299999999999996,14.0,47.0,89.0,0.397,0.765,0.41700000000000004,14.0,34.0,1,Heat,Bucks
221,2009,71.0,0.359,0.667,0.231,9.0,41.0,94.0,0.48100000000000004,0.8,0.385,24.0,47.0,0,Heat,Bucks
222,2009,81.0,0.364,0.679,0.273,13.0,38.0,97.0,0.507,0.818,0.313,22.0,47.0,0,Heat,Bucks
223,2008,102.0,0.48100000000000004,0.895,0.474,23.0,49.0,85.0,0.369,0.778,0.14300000000000002,16.0,44.0,1,Heat,Bucks
224,2008,83.0,0.44299999999999995,0.684,0.4,19.0,35.0,98.0,0.45,0.857,0.42100000000000004,21.0,45.0,0,Heat,Bucks
225,2007,78.0,0.377,0.88,0.267,15.0,36.0,73.0,0.355,0.7140000000000001,0.308,11.0,54.0,1,Heat,Bucks
226,2007,98.0,0.514,0.619,0.529,20.0,28.0,103.0,0.521,0.7040000000000001,0.47100000000000003,18.0,41.0,0,Heat,Bucks
227,2006,110.0,0.603,0.563,0.5379999999999999,29.0,43.0,80.0,0.405,0.667,0.4,15.0,34.0,1,Heat,Bucks
228,2005,115.0,0.616,0.606,0.5,25.0,44.0,89.0,0.423,0.69,0.474,14.0,32.0,1,Heat,Bucks
229,2005,109.0,0.48100000000000004,0.8059999999999999,0.28600000000000003,17.0,33.0,98.0,0.466,0.735,0.35700000000000004,12.0,40.0,1,Heat,Bucks
230,2004,110.0,0.5539999999999999,0.657,0.35700000000000004,24.0,47.0,71.0,0.321,0.81,0.267,9.0,38.0,1,Heat,Bucks
231,2004,112.0,0.45399999999999996,0.517,0.33299999999999996,30.0,50.0,110.0,0.41,0.7929999999999999,0.33299999999999996,25.0,55.0,1,Heat,Bucks
232,2003,104.0,0.46399999999999997,0.731,0.41200000000000003,22.0,40.0,98.0,0.449,0.914,0.267,17.0,35.0,1,Heat,Bucks
233,2018,98.0,0.409,0.56,0.364,21.0,45.0,113.0,0.47700000000000004,0.708,0.364,29.0,52.0,0,Heat,Bucks
234,2018,94.0,0.382,0.696,0.313,22.0,57.0,87.0,0.369,0.727,0.209,20.0,48.0,1,Heat,Bucks
235,2017,91.0,0.364,0.9440000000000001,0.385,16.0,51.0,85.0,0.42100000000000004,0.882,0.3,18.0,37.0,1,Heat,Bucks
236,2017,97.0,0.461,0.8,0.379,23.0,49.0,79.0,0.316,0.9259999999999999,0.14300000000000002,9.0,40.0,1,Heat,Bucks
237,2016,109.0,0.532,0.636,0.433,18.0,39.0,97.0,0.418,0.7809999999999999,0.33299999999999996,17.0,41.0,1,Heat,Bucks
238,2016,96.0,0.402,0.524,0.233,19.0,59.0,73.0,0.32899999999999996,0.769,0.304,20.0,48.0,1,Heat,Bucks
239,2015,79.0,0.365,0.769,0.22699999999999998,13.0,38.0,91.0,0.486,0.875,0.41700000000000004,19.0,39.0,0,Heat,Bucks
240,2014,102.0,0.507,0.731,0.35,20.0,33.0,109.0,0.5489999999999999,0.733,0.563,25.0,34.0,0,Heat,Bucks
241,2014,84.0,0.41100000000000003,0.591,0.44,19.0,40.0,91.0,0.473,0.615,0.278,16.0,40.0,0,Heat,Bucks
242,2013,93.0,0.42,0.652,0.28600000000000003,28.0,52.0,78.0,0.405,0.7859999999999999,0.292,20.0,34.0,1,Cavaliers,Bucks
243,2013,114.0,0.39,0.9259999999999999,0.39299999999999996,18.0,56.0,111.0,0.4,0.84,0.345,22.0,52.0,1,Cavaliers,Bucks
244,2013,99.0,0.415,0.706,0.33299999999999996,21.0,50.0,87.0,0.377,0.6759999999999999,0.222,18.0,38.0,1,Cavaliers,Bucks
245,2012,113.0,0.523,0.773,0.4,27.0,44.0,108.0,0.467,0.615,0.5,34.0,41.0,1,Cavaliers,Bucks
246,2012,86.0,0.395,0.929,0.5,21.0,46.0,90.0,0.39799999999999996,0.7040000000000001,0.33299999999999996,23.0,43.0,0,Cavaliers,Bucks
247,2012,80.0,0.385,0.7,0.4,19.0,40.0,97.0,0.44,0.895,0.3,22.0,42.0,0,Cavaliers,Bucks
248,2011,84.0,0.4,0.526,0.273,17.0,41.0,121.0,0.568,0.611,0.625,32.0,52.0,0,Cavaliers,Bucks
249,2011,112.0,0.489,0.563,0.47100000000000003,33.0,48.0,113.0,0.408,0.8059999999999999,0.33299999999999996,26.0,51.0,0,Cavaliers,Bucks
250,2010,88.0,0.382,0.8,0.5710000000000001,16.0,36.0,102.0,0.506,0.833,0.25,24.0,39.0,0,Cavaliers,Bucks
251,2010,83.0,0.42100000000000004,0.684,0.28600000000000003,20.0,40.0,81.0,0.37799999999999995,0.636,0.35700000000000004,18.0,45.0,1,Cavaliers,Bucks
252,2010,83.0,0.413,0.9470000000000001,0.2,15.0,38.0,77.0,0.436,0.7140000000000001,0.235,24.0,38.0,1,Cavaliers,Bucks
253,2009,101.0,0.466,0.644,0.25,26.0,43.0,98.0,0.456,0.889,0.32,26.0,42.0,1,Cavaliers,Bucks
254,2009,85.0,0.424,0.774,0.35700000000000004,18.0,44.0,82.0,0.364,0.7859999999999999,0.26899999999999996,24.0,41.0,1,Cavaliers,Bucks
255,2008,91.0,0.419,0.69,0.529,20.0,41.0,73.0,0.373,0.929,0.222,19.0,41.0,1,Cavaliers,Bucks
256,2008,99.0,0.486,0.813,0.15,20.0,36.0,93.0,0.38,0.8390000000000001,0.43799999999999994,16.0,45.0,1,Cavaliers,Bucks
257,2007,104.0,0.4,0.7809999999999999,0.17600000000000002,25.0,50.0,99.0,0.424,0.727,0.2,22.0,53.0,1,Cavaliers,Bucks
258,2007,107.0,0.47,0.84,0.381,19.0,40.0,111.0,0.475,0.732,0.35700000000000004,22.0,42.0,0,Cavaliers,Bucks
259,2006,109.0,0.483,0.654,0.353,30.0,53.0,96.0,0.449,0.737,0.414,20.0,30.0,1,Cavaliers,Bucks
260,2006,109.0,0.5,0.519,0.5,26.0,40.0,99.0,0.405,0.8059999999999999,0.14300000000000002,14.0,44.0,1,Cavaliers,Bucks
261,2005,89.0,0.493,0.769,0.278,29.0,41.0,86.0,0.386,0.7140000000000001,0.35,18.0,45.0,1,Cavaliers,Bucks
262,2005,96.0,0.439,0.586,0.292,22.0,49.0,88.0,0.415,0.875,0.273,17.0,39.0,1,Cavaliers,Bucks
263,2004,98.0,0.478,0.5710000000000001,0.444,29.0,41.0,81.0,0.414,0.792,0.28600000000000003,16.0,39.0,1,Cavaliers,Bucks
264,2004,104.0,0.43,0.963,0.308,28.0,48.0,87.0,0.447,0.731,0.0,22.0,31.0,1,Cavaliers,Bucks
265,2003,93.0,0.46299999999999997,0.818,0.111,30.0,39.0,89.0,0.38799999999999996,0.833,0.375,23.0,47.0,1,Cavaliers,Bucks
266,2003,106.0,0.494,0.85,0.111,29.0,41.0,97.0,0.456,0.821,0.182,23.0,39.0,1,Cavaliers,Bucks
268,2019,110.0,0.5,0.5,0.5,32.0,41.0,119.0,0.511,0.7390000000000001,0.353,28.0,47.0,0,Cavaliers,Bucks
269,2018,107.0,0.419,0.75,0.282,18.0,54.0,102.0,0.396,0.81,0.406,24.0,51.0,1,Cavaliers,Bucks
270,2018,102.0,0.402,0.905,0.361,24.0,50.0,114.0,0.426,0.7859999999999999,0.293,26.0,53.0,0,Cavaliers,Bucks
271,2017,124.0,0.494,0.852,0.395,24.0,42.0,117.0,0.511,0.95,0.258,26.0,32.0,1,Cavaliers,Bucks
272,2017,124.0,0.5,0.868,0.5,18.0,39.0,119.0,0.5660000000000001,0.75,0.433,29.0,36.0,1,Cavaliers,Bucks
273,2016,102.0,0.5,0.846,0.35700000000000004,20.0,45.0,95.0,0.446,0.625,0.3670000000000001,27.0,33.0,1,Cavaliers,Bucks
274,2016,113.0,0.494,0.632,0.556,30.0,42.0,102.0,0.46799999999999997,0.7240000000000001,0.409,24.0,39.0,1,Cavaliers,Bucks
275,2015,113.0,0.48200000000000004,0.852,0.294,29.0,42.0,104.0,0.5379999999999999,0.733,0.43799999999999994,23.0,31.0,1,Cavaliers,Bucks
276,2015,115.0,0.563,0.8,0.45799999999999996,29.0,43.0,100.0,0.521,0.8079999999999999,0.375,22.0,22.0,1,Cavaliers,Bucks
277,2015,101.0,0.35100000000000003,0.795,0.316,19.0,39.0,110.0,0.47700000000000004,0.8079999999999999,0.368,30.0,52.0,0,Cavaliers,Bucks
278,2014,80.0,0.341,0.875,0.258,19.0,49.0,96.0,0.444,0.5,0.44,25.0,54.0,0,Cavaliers,Bucks
279,2014,111.0,0.534,0.711,0.28600000000000003,22.0,40.0,108.0,0.489,0.846,0.35,31.0,40.0,1,Cavaliers,Bucks
280,2014,106.0,0.45299999999999996,0.893,0.382,26.0,37.0,100.0,0.46799999999999997,0.826,0.41200000000000003,28.0,37.0,1,Cavaliers,Bucks
281,2019,114.0,0.38799999999999996,0.7829999999999999,0.408,27.0,45.0,127.0,0.506,0.848,0.3670000000000001,22.0,55.0,0,Grizzlies,Bucks
282,2013,99.0,0.48100000000000004,0.773,0.6,22.0,48.0,90.0,0.395,0.84,0.391,15.0,38.0,1,Grizzlies,Bucks
283,2013,102.0,0.423,0.732,0.353,19.0,40.0,99.0,0.462,0.8079999999999999,0.429,22.0,42.0,1,Grizzlies,Bucks
284,2012,90.0,0.409,0.789,0.375,26.0,56.0,80.0,0.353,0.789,0.25,11.0,44.0,1,Grizzlies,Bucks
285,2010,89.0,0.4320000000000001,0.733,0.5,15.0,45.0,86.0,0.364,0.792,0.423,14.0,44.0,1,Grizzlies,Bucks
286,2010,91.0,0.43799999999999994,0.7140000000000001,0.083,15.0,49.0,77.0,0.32899999999999996,0.76,0.32,14.0,37.0,1,Grizzlies,Bucks
287,2009,98.0,0.46299999999999997,0.7240000000000001,0.214,18.0,47.0,103.0,0.45799999999999996,0.75,0.36,23.0,41.0,0,Grizzlies,Bucks
288,2008,96.0,0.395,0.958,0.263,14.0,36.0,101.0,0.385,0.875,0.231,17.0,62.0,0,Grizzlies,Bucks
289,2007,97.0,0.46799999999999997,0.667,0.379,21.0,35.0,102.0,0.478,0.833,0.28600000000000003,22.0,48.0,0,Grizzlies,Bucks
290,2006,96.0,0.48100000000000004,0.56,0.19,27.0,39.0,112.0,0.489,0.789,0.563,27.0,45.0,0,Grizzlies,Bucks
291,2005,100.0,0.528,0.654,0.26899999999999996,24.0,42.0,90.0,0.384,0.773,0.43799999999999994,19.0,38.0,1,Grizzlies,Bucks
292,2004,101.0,0.43,0.875,0.46399999999999997,26.0,37.0,82.0,0.446,0.688,0.5,18.0,43.0,1,Grizzlies,Bucks
293,2003,105.0,0.475,0.767,0.28600000000000003,24.0,53.0,85.0,0.373,0.667,0.231,17.0,38.0,1,Grizzlies,Bucks
294,2003,105.0,0.494,0.618,0.267,25.0,48.0,94.0,0.4270000000000001,0.7,0.154,20.0,43.0,1,Grizzlies,Bucks
295,2018,101.0,0.389,0.68,0.32299999999999995,29.0,48.0,111.0,0.47600000000000003,0.8640000000000001,0.353,27.0,50.0,0,Grizzlies,Bucks
296,2017,103.0,0.47200000000000003,0.526,0.33299999999999996,27.0,31.0,121.0,0.58,0.682,0.48,33.0,47.0,0,Grizzlies,Bucks
297,2016,113.0,0.519,0.7390000000000001,0.519,30.0,37.0,93.0,0.46299999999999997,0.85,0.5379999999999999,21.0,32.0,1,Grizzlies,Bucks
298,2015,103.0,0.475,0.85,0.35700000000000004,28.0,37.0,83.0,0.3670000000000001,0.889,0.063,17.0,46.0,1,Grizzlies,Bucks
299,2014,96.0,0.474,0.875,0.5710000000000001,23.0,36.0,83.0,0.41700000000000004,0.667,0.263,17.0,37.0,1,Grizzlies,Bucks
300,2013,108.0,0.494,0.778,0.45799999999999996,20.0,40.0,100.0,0.474,0.857,0.444,21.0,33.0,1,Celtics,Bucks
301,2013,98.0,0.447,0.684,0.25,13.0,52.0,105.0,0.41700000000000004,0.853,0.4,18.0,41.0,0,Celtics,Bucks
302,2012,94.0,0.38299999999999995,0.85,0.20800000000000002,23.0,44.0,99.0,0.434,0.611,0.313,22.0,57.0,0,Celtics,Bucks
303,2012,88.0,0.446,0.81,0.35700000000000004,22.0,36.0,99.0,0.465,0.917,0.444,26.0,46.0,0,Celtics,Bucks
304,2011,87.0,0.402,0.818,0.33299999999999996,27.0,44.0,74.0,0.3720000000000001,0.609,0.222,17.0,49.0,1,Celtics,Bucks
305,2011,102.0,0.46,0.679,0.188,26.0,52.0,96.0,0.406,0.875,0.267,25.0,49.0,1,Celtics,Bucks
306,2010,87.0,0.45799999999999996,0.792,0.4,19.0,50.0,56.0,0.314,0.6,0.214,13.0,32.0,1,Celtics,Bucks
307,2010,105.0,0.46799999999999997,0.8440000000000001,0.33299999999999996,24.0,43.0,102.0,0.419,0.8059999999999999,0.385,17.0,42.0,1,Celtics,Bucks
308,2009,95.0,0.474,0.7140000000000001,0.364,23.0,34.0,106.0,0.506,0.667,0.385,25.0,41.0,0,Celtics,Bucks
309,2009,98.0,0.522,0.71,0.33299999999999996,24.0,35.0,89.0,0.43,0.895,0.267,22.0,44.0,1,Celtics,Bucks
310,2008,101.0,0.48100000000000004,0.778,0.235,28.0,43.0,89.0,0.397,0.75,0.4,17.0,44.0,1,Celtics,Bucks
311,2007,102.0,0.506,0.8,0.5,33.0,46.0,86.0,0.38299999999999995,0.7,0.25,21.0,45.0,1,Celtics,Bucks
312,2007,104.0,0.467,0.867,0.4,19.0,41.0,82.0,0.43,0.769,0.21100000000000002,20.0,42.0,1,Celtics,Bucks
313,2006,102.0,0.466,0.8240000000000001,0.3,22.0,41.0,104.0,0.529,0.8059999999999999,0.389,22.0,33.0,0,Celtics,Bucks
314,2006,117.0,0.5489999999999999,0.8,0.652,26.0,29.0,97.0,0.513,0.5710000000000001,0.636,23.0,43.0,1,Celtics,Bucks
315,2005,86.0,0.387,0.821,0.23800000000000002,23.0,36.0,92.0,0.434,0.7859999999999999,0.364,21.0,48.0,0,Celtics,Bucks
316,2005,96.0,0.4320000000000001,0.84,0.278,30.0,39.0,100.0,0.488,0.68,0.35700000000000004,25.0,43.0,0,Celtics,Bucks
317,2004,103.0,0.514,0.857,0.6,23.0,36.0,97.0,0.452,0.7390000000000001,0.5,25.0,41.0,1,Celtics,Bucks
318,2004,101.0,0.4,0.85,0.25,18.0,50.0,100.0,0.439,0.6970000000000001,0.455,25.0,42.0,1,Celtics,Bucks
319,2003,104.0,0.475,0.564,0.3,25.0,46.0,106.0,0.46299999999999997,0.852,0.389,21.0,39.0,0,Celtics,Bucks
320,2003,106.0,0.526,0.8,0.42100000000000004,30.0,48.0,96.0,0.415,0.7240000000000001,0.304,21.0,40.0,1,Celtics,Bucks
321,2019,116.0,0.446,0.81,0.415,25.0,45.0,105.0,0.46299999999999997,0.625,0.311,21.0,45.0,1,Celtics,Bucks
322,2018,101.0,0.37799999999999995,0.8,0.22,25.0,51.0,113.0,0.44,0.68,0.21600000000000005,25.0,56.0,0,Celtics,Bucks
323,2018,116.0,0.4320000000000001,0.938,0.4,24.0,44.0,123.0,0.506,0.667,0.405,23.0,44.0,0,Celtics,Bucks
324,2018,107.0,0.385,0.75,0.294,22.0,36.0,120.0,0.513,0.7859999999999999,0.4,26.0,55.0,0,Celtics,Bucks
325,2018,117.0,0.446,0.846,0.436,30.0,42.0,113.0,0.48200000000000004,0.733,0.31,20.0,45.0,1,Celtics,Bucks
326,2017,112.0,0.536,0.619,0.34600000000000003,28.0,42.0,96.0,0.473,0.9440000000000001,0.33299999999999996,21.0,32.0,1,Celtics,Bucks
327,2017,92.0,0.42,0.75,0.32299999999999995,22.0,50.0,87.0,0.368,0.7,0.273,21.0,37.0,1,Celtics,Bucks
328,2017,120.0,0.5329999999999999,0.611,0.419,24.0,38.0,106.0,0.597,0.41200000000000003,0.41200000000000003,19.0,38.0,1,Celtics,Bucks
329,2017,113.0,0.415,0.889,0.423,20.0,45.0,107.0,0.48200000000000004,0.792,0.381,22.0,42.0,1,Celtics,Bucks
330,2017,111.0,0.551,0.789,0.455,25.0,45.0,100.0,0.449,0.875,0.429,17.0,28.0,1,Celtics,Bucks
331,2017,100.0,0.429,0.524,0.39299999999999996,23.0,43.0,108.0,0.5,0.833,0.33299999999999996,19.0,45.0,0,Celtics,Bucks
332,2016,112.0,0.456,0.6920000000000001,0.33299999999999996,31.0,45.0,94.0,0.44,0.8240000000000001,0.261,26.0,43.0,1,Celtics,Bucks
333,2016,100.0,0.39799999999999996,0.7829999999999999,0.324,24.0,42.0,103.0,0.526,0.765,0.364,27.0,35.0,0,Celtics,Bucks
334,2015,124.0,0.564,0.789,0.429,35.0,34.0,109.0,0.488,0.69,0.41200000000000003,30.0,38.0,1,Celtics,Bucks
335,2015,112.0,0.488,0.758,0.217,21.0,42.0,107.0,0.483,0.76,0.267,26.0,35.0,1,Celtics,Bucks
336,2014,101.0,0.44299999999999995,0.938,0.33299999999999996,19.0,41.0,110.0,0.529,0.611,0.375,31.0,45.0,0,Celtics,Bucks
337,2019,126.0,0.511,0.895,0.5429999999999999,23.0,54.0,104.0,0.4,0.929,0.33299999999999996,24.0,38.0,1,Spurs,Bucks
338,2013,110.0,0.5660000000000001,0.619,0.611,28.0,55.0,82.0,0.375,0.588,0.28600000000000003,19.0,37.0,1,Spurs,Bucks
339,2012,110.0,0.47100000000000003,0.857,0.28600000000000003,27.0,53.0,99.0,0.41700000000000004,0.828,0.41700000000000004,24.0,36.0,1,Spurs,Bucks
340,2010,92.0,0.522,0.68,0.375,24.0,39.0,90.0,0.44299999999999995,0.875,0.545,17.0,40.0,1,Spurs,Bucks
341,2009,112.0,0.513,0.846,0.47600000000000003,24.0,46.0,98.0,0.494,0.643,0.43799999999999994,24.0,29.0,1,Spurs,Bucks
342,2008,98.0,0.48,0.696,0.625,27.0,29.0,100.0,0.512,0.813,0.41700000000000004,20.0,43.0,0,Spurs,Bucks
343,2007,113.0,0.557,0.871,0.4,22.0,42.0,88.0,0.415,0.667,0.16699999999999998,17.0,39.0,1,Spurs,Bucks
344,2006,107.0,0.452,0.75,0.345,24.0,40.0,114.0,0.568,0.929,0.091,19.0,40.0,0,Spurs,Bucks
345,2005,95.0,0.457,0.7809999999999999,0.353,22.0,34.0,92.0,0.5,0.778,0.222,17.0,39.0,1,Spurs,Bucks
346,2004,94.0,0.45899999999999996,0.909,0.353,27.0,41.0,79.0,0.413,0.75,0.28600000000000003,11.0,39.0,1,Spurs,Bucks
347,2003,89.0,0.429,0.5429999999999999,0.33299999999999996,17.0,55.0,74.0,0.35700000000000004,0.917,0.33299999999999996,16.0,44.0,1,Spurs,Bucks
348,2018,121.0,0.49,0.733,0.414,24.0,46.0,114.0,0.47100000000000003,0.72,0.389,22.0,45.0,1,Spurs,Bucks
349,2017,87.0,0.425,0.909,0.31,23.0,43.0,94.0,0.461,0.5,0.278,27.0,47.0,0,Spurs,Bucks
350,2016,107.0,0.47700000000000004,0.7859999999999999,0.4,22.0,41.0,109.0,0.524,0.846,0.526,32.0,38.0,0,Spurs,Bucks
351,2015,95.0,0.41100000000000003,0.7,0.33299999999999996,25.0,54.0,70.0,0.33299999999999996,0.833,0.214,17.0,44.0,1,Spurs,Bucks
352,2014,101.0,0.42200000000000004,0.867,0.22699999999999998,22.0,41.0,95.0,0.47600000000000003,0.6920000000000001,0.47100000000000003,29.0,42.0,1,Spurs,Bucks
353,2013,116.0,0.48200000000000004,0.88,0.444,20.0,36.0,100.0,0.544,0.8,0.47600000000000003,18.0,36.0,1,Suns,Bucks
354,2012,94.0,0.382,0.759,0.28600000000000003,20.0,44.0,98.0,0.424,0.7,0.375,24.0,51.0,0,Suns,Bucks
355,2011,109.0,0.5579999999999999,0.765,0.455,30.0,38.0,93.0,0.43,0.667,0.2,23.0,40.0,1,Suns,Bucks
356,2010,92.0,0.5,0.7390000000000001,0.231,20.0,54.0,77.0,0.311,0.8,0.217,13.0,39.0,1,Suns,Bucks
357,2009,105.0,0.494,0.867,0.375,23.0,45.0,101.0,0.386,0.765,0.33299999999999996,20.0,50.0,1,Suns,Bucks
358,2008,125.0,0.5870000000000001,0.763,0.5710000000000001,23.0,41.0,110.0,0.46799999999999997,0.667,0.429,18.0,38.0,1,Suns,Bucks
359,2007,122.0,0.57,0.84,0.423,19.0,34.0,114.0,0.5579999999999999,0.636,0.55,23.0,27.0,1,Suns,Bucks
360,2006,122.0,0.506,0.879,0.423,26.0,40.0,116.0,0.511,0.654,0.35700000000000004,18.0,43.0,1,Suns,Bucks
361,2005,123.0,0.5670000000000001,0.75,0.36,32.0,45.0,110.0,0.4320000000000001,0.6970000000000001,0.25,19.0,46.0,1,Suns,Bucks
362,2004,111.0,0.489,0.7390000000000001,0.42100000000000004,21.0,39.0,104.0,0.467,0.733,0.467,17.0,48.0,1,Suns,Bucks
363,2003,123.0,0.544,0.8440000000000001,0.556,21.0,40.0,111.0,0.506,0.852,0.0,16.0,35.0,1,Suns,Bucks
364,2018,114.0,0.451,0.8059999999999999,0.318,22.0,56.0,105.0,0.368,0.742,0.28600000000000003,17.0,57.0,1,Suns,Bucks
365,2017,107.0,0.39799999999999996,0.7879999999999999,0.318,15.0,60.0,113.0,0.433,0.677,0.276,19.0,42.0,0,Suns,Bucks
366,2016,112.0,0.418,0.833,0.39299999999999996,22.0,40.0,137.0,0.634,0.743,0.41200000000000003,29.0,44.0,0,Suns,Bucks
367,2015,95.0,0.446,0.875,0.444,18.0,39.0,101.0,0.519,0.583,0.313,25.0,37.0,0,Suns,Bucks
368,2014,94.0,0.4,0.815,0.316,17.0,42.0,96.0,0.479,0.818,0.5,23.0,33.0,0,Suns,Bucks
369,2019,95.0,0.37799999999999995,0.7859999999999999,0.25,28.0,46.0,111.0,0.452,0.75,0.385,26.0,62.0,0,Magic,Bucks
370,2013,113.0,0.518,0.8,0.43799999999999994,27.0,44.0,102.0,0.44799999999999995,0.583,0.47600000000000003,23.0,43.0,1,Magic,Bucks
371,2013,94.0,0.4270000000000001,0.7140000000000001,0.34600000000000003,20.0,45.0,91.0,0.446,0.909,0.385,16.0,39.0,1,Magic,Bucks
372,2012,113.0,0.46799999999999997,0.375,0.5329999999999999,27.0,62.0,103.0,0.386,0.654,0.28600000000000003,26.0,56.0,1,Magic,Bucks
373,2011,114.0,0.519,0.593,0.519,26.0,46.0,98.0,0.46799999999999997,0.667,0.375,21.0,33.0,1,Magic,Bucks
374,2011,94.0,0.434,0.731,0.31,20.0,51.0,85.0,0.3670000000000001,0.765,0.28600000000000003,18.0,42.0,1,Magic,Bucks
375,2010,78.0,0.38799999999999996,0.667,0.095,12.0,49.0,72.0,0.36,0.706,0.3,14.0,33.0,1,Magic,Bucks
376,2010,97.0,0.455,0.667,0.22699999999999998,23.0,44.0,87.0,0.39299999999999996,0.469,0.429,11.0,48.0,1,Magic,Bucks
377,2009,99.0,0.465,0.706,0.563,21.0,49.0,82.0,0.363,0.474,0.318,17.0,44.0,1,Magic,Bucks
378,2009,117.0,0.5579999999999999,0.8079999999999999,0.47600000000000003,21.0,41.0,92.0,0.392,0.778,0.409,17.0,39.0,1,Magic,Bucks
379,2008,110.0,0.512,0.594,0.429,21.0,48.0,94.0,0.391,0.667,0.4,15.0,44.0,1,Magic,Bucks
380,2008,108.0,0.47700000000000004,0.7040000000000001,0.364,18.0,40.0,101.0,0.46,0.81,0.308,20.0,40.0,1,Magic,Bucks
381,2007,102.0,0.43799999999999994,0.743,0.545,15.0,42.0,83.0,0.379,0.591,0.235,16.0,48.0,1,Magic,Bucks
